x,y,time
338,183,1727583199
337,184,1727583199
337,185,1727583199
336,188,1727583199
336,189,1727583199
336,191,1727583199
336,194,1727583199
336,196,1727583199
336,199,1727583199
336,201,1727583199
337,204,1727583199
337,208,1727583199
338,211,1727583199
338,215,1727583199
338,219,1727583199
339,222,1727583199
339,227,1727583199
339,232,1727583199
339,237,1727583199
339,242,1727583199
339,248,1727583199
339,254,1727583199
339,259,1727583199
339,265,1727583199
338,272,1727583199
338,278,1727583199
337,285,1727583199
337,291,1727583199
337,297,1727583199
336,303,1727583199
336,308,1727583199
336,314,1727583199
335,319,1727583199
335,324,1727583199
335,328,1727583199
335,332,1727583199
335,336,1727583199
335,341,1727583199
335,344,1727583199
335,347,1727583199
335,350,1727583199
334,352,1727583199
334,354,1727583199
334,357,1727583199
334,358,1727583199
334,359,1727583199
333,360,1727583199
332,360,1727583199
332,359,1727583199
332,357,1727583199
332,356,1727583199
345,193,1727583200
345,192,1727583200
345,191,1727583200
345,190,1727583200
345,189,1727583200
346,188,1727583200
348,187,1727583200
351,185,1727583200
353,185,1727583200
355,184,1727583200
357,183,1727583200
360,182,1727583200
362,181,1727583200
364,181,1727583200
366,180,1727583200
370,179,1727583200
372,179,1727583200
374,179,1727583200
376,180,1727583200
378,180,1727583200
379,181,1727583200
380,182,1727583200
382,184,1727583200
384,185,1727583200
384,187,1727583200
385,188,1727583200
386,190,1727583200
386,191,1727583200
386,193,1727583200
386,195,1727583200
386,196,1727583200
386,198,1727583200
386,199,1727583200
385,201,1727583200
384,203,1727583200
381,206,1727583200
380,208,1727583200
378,210,1727583200
375,212,1727583200
372,215,1727583200
367,219,1727583200
364,221,1727583200
362,223,1727583200
354,229,1727583200
351,231,1727583200
349,233,1727583200
346,235,1727583200
344,236,1727583200
343,238,1727583200
342,238,1727583200
340,239,1727583200
340,240,1727583200
339,240,1727583200
338,241,1727583200
339,241,1727583200
340,241,1727583200
341,241,1727583200
342,241,1727583200
344,241,1727583200
345,241,1727583200
346,241,1727583200
349,241,1727583200
351,241,1727583200
355,241,1727583200
357,240,1727583200
361,240,1727583200
364,240,1727583200
368,240,1727583200
375,240,1727583200
380,240,1727583200
384,241,1727583200
388,241,1727583200
393,242,1727583200
398,242,1727583200
402,243,1727583200
405,244,1727583200
409,245,1727583200
412,246,1727583200
416,248,1727583200
420,250,1727583200
423,252,1727583200
426,254,1727583200
429,256,1727583200
431,258,1727583200
433,260,1727583200
435,265,1727583200
436,267,1727583200
437,270,1727583200
437,273,1727583200
437,276,1727583200
436,278,1727583200
435,281,1727583200
433,284,1727583200
431,287,1727583200
426,294,1727583200
422,297,1727583200
417,301,1727583200
412,305,1727583200
408,308,1727583200
403,313,1727583200
398,316,1727583200
392,320,1727583200
387,324,1727583200
381,327,1727583200
376,330,1727583200
370,333,1727583200
366,336,1727583200
362,338,1727583200
357,340,1727583200
354,341,1727583200
349,342,1727583200
345,343,1727583200
343,344,1727583200
340,344,1727583200
339,344,1727583200
338,344,1727583200
337,344,1727583200
336,344,1727583200
336,343,1727583200
336,342,1727583200
