x,y,time
312,221,1727583762
313,221,1727583763
314,222,1727583763
315,222,1727583763
316,222,1727583763
318,222,1727583763
319,222,1727583763
320,222,1727583763
321,222,1727583763
322,222,1727583763
325,221,1727583763
326,221,1727583763
328,221,1727583763
332,220,1727583763
333,220,1727583763
336,220,1727583763
338,219,1727583763
339,219,1727583763
341,219,1727583763
343,218,1727583763
346,217,1727583763
348,217,1727583763
350,216,1727583763
351,216,1727583763
353,215,1727583763
357,215,1727583763
360,214,1727583763
362,214,1727583763
364,214,1727583763
366,214,1727583763
369,213,1727583763
372,213,1727583763
374,212,1727583763
380,212,1727583763
381,211,1727583763
384,211,1727583763
386,211,1727583763
388,210,1727583763
392,210,1727583763
393,210,1727583763
396,210,1727583763
398,210,1727583763
400,210,1727583763
403,210,1727583763
404,210,1727583763
406,210,1727583763
409,210,1727583763
412,209,1727583763
415,209,1727583763
416,209,1727583763
419,209,1727583763
422,208,1727583763
424,208,1727583763
426,207,1727583763
428,207,1727583763
432,207,1727583763
433,206,1727583763
435,206,1727583763
437,206,1727583763
440,206,1727583763
442,206,1727583763
445,206,1727583763
446,206,1727583763
448,206,1727583763
450,206,1727583763
451,206,1727583763
452,206,1727583763
454,206,1727583763
456,206,1727583763
458,207,1727583763
459,207,1727583763
461,207,1727583763
463,207,1727583763
465,207,1727583763
467,207,1727583763
469,208,1727583763
471,208,1727583763
472,208,1727583763
474,208,1727583763
475,208,1727583763
476,208,1727583763
477,209,1727583763
478,209,1727583763
480,209,1727583763
481,210,1727583763
482,210,1727583763
482,211,1727583763
484,212,1727583763
485,212,1727583763
486,213,1727583763
487,214,1727583763
488,215,1727583763
489,216,1727583763
490,217,1727583763
492,219,1727583763
493,219,1727583763
493,220,1727583763
494,221,1727583763
494,222,1727583763
494,223,1727583763
495,224,1727583763
496,225,1727583763
497,226,1727583763
498,227,1727583763
498,229,1727583763
498,230,1727583763
499,231,1727583763
499,232,1727583763
500,233,1727583763
500,234,1727583763
500,235,1727583763
500,236,1727583763
501,238,1727583763
501,239,1727583763
502,240,1727583763
502,241,1727583763
503,242,1727583763
504,245,1727583763
504,246,1727583763
505,247,1727583763
505,249,1727583763
506,251,1727583763
506,253,1727583763
506,254,1727583763
506,255,1727583763
507,257,1727583763
507,258,1727583763
507,259,1727583763
507,260,1727583763
508,261,1727583763
508,262,1727583763
508,263,1727583763
509,264,1727583763
509,265,1727583763
510,266,1727583763
510,267,1727583763
511,267,1727583763
511,268,1727583763
511,269,1727583763
512,269,1727583763
512,270,1727583763
512,271,1727583763
512,272,1727583763
513,273,1727583763
513,274,1727583763
513,275,1727583763
513,276,1727583763
514,276,1727583763
514,277,1727583763
514,278,1727583763
514,279,1727583763
515,280,1727583763
515,281,1727583763
516,282,1727583763
516,283,1727583763
516,284,1727583763
516,285,1727583763
516,286,1727583763
516,287,1727583763
517,287,1727583763
517,288,1727583763
517,289,1727583763
517,290,1727583763
517,291,1727583763
517,292,1727583763
517,293,1727583763
517,295,1727583763
