sketch,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f15
2_horizontal_ego,-1.0,0.0,398.3214782057327,0.04017936944048361,396.2473974677941,0.9993756489774442,-0.03533146233758641,405.4971486142774,3.141592653589793,26.678526097856185,24.32211011054856,48222079.19722819,0.8133587837219238,1.0233433738760016
2_b_ego,-0.9486832980505138,0.31622776601683794,320.2077450656058,1.111338637409388,274.7544358149655,0.11282802371524613,0.9936145314278126,1194.92760445374,-8.63937979737193,110.81843266276275,98.68189458199687,46279028.77260327,2.4951279163360596,4.34907484171964
2_square_ego,-0.7071067811865475,0.7071067811865475,315.38230768386484,0.7943665328082669,220.27482833950864,0.04993761694389223,0.9987523388778446,1083.1286949463022,-7.0685834705770345,62.97271844328611,55.40766725484912,120873396.17476025,2.712541103363037,4.917169624469667
2_c_ego,-0.4472135954999579,-0.8944271909999159,271.7425251961864,0.894905959790186,162.18816233005415,0.19730169908997275,0.9803428173533022,446.95881062737595,4.71238898038469,25.916935432055904,10.656348767271291,69392739.38020723,0.6307897567749023,2.7558041487504576
2_a_ego,-0.9701425001453319,0.24253562503633297,363.5849281804734,1.0369805041152584,212.92721761202816,0.7655197951113987,-0.6434123431304394,997.6595462795051,-9.424777960769381,37.217025541068324,30.375189659614414,199527028.55326784,1.1846630573272705,4.685448659256551
2_circle_ego,-0.9230769230769231,0.38461538461538464,332.4484922510553,0.8109245325563478,44.721359549995796,-0.8944271909999159,0.4472135954999579,814.1461747345672,7.0685834705770345,160.10120027047716,107.9090396635494,13612525.963820405,1.962913990020752,18.20486190327914
2_rectangular_ego,-0.7071067811865475,0.7071067811865475,377.4506590271105,0.4672020964008164,4.123105625617661,0.9701425001453319,0.24253562503633297,991.6897216719077,4.71238898038469,85.80850710867026,82.14165002712865,241916380.15426573,3.1690750122070312,240.5200864878032
2_star_ego,1.0,0.0,296.05742686174926,0.7280448643062826,18.24828759089466,-0.1643989873053573,0.9863939238321437,1127.8343537353385,-9.42477796076938,150.42743986140096,103.25579646760258,466731466.48450613,2.439687967300415,61.80494186742725
2_trap_ego,0.0,-1.0,367.4901359220408,0.88755580175014,4.123105625617661,-0.9701425001453319,-0.24253562503633297,850.3334477151582,8.639379797371928,191.6767228372652,180.9845681569216,34103482.667766735,3.1681063175201416,206.23615423089586
2_a,-0.7071067811865475,-0.7071067811865475,221.92341021172146,0.8939441984046362,142.28492541376264,0.8363500184854412,-0.5481958104358354,656.9448665984056,-2.356194490192344,40.62839618972336,32.93321544637249,140229520.93867972,1.050734043121338,4.61710799431506
2_c,-0.8944271909999159,-0.4472135954999579,262.3833073958784,0.8042638494191191,142.77955035648486,0.48326248281160883,0.8754755123398711,433.9611317353938,4.068887871591405,39.60114942051586,23.554951474958187,396990038.86156285,0.7034218311309814,3.0393787531330734
2_horizontal,-0.7071067811865475,0.7071067811865475,334.18108863309425,0.03292223206726293,333.0375354220602,0.9998872937189718,-0.015013322728513091,340.75397101500204,3.141592653589793,20.126697906770637,20.442275716506995,20762145.179955278,0.6757071018218994,1.023169867574124
2_b,-0.7071067811865475,0.7071067811865475,226.61200321253946,0.9705544323527457,161.19863522995473,0.04962821173136955,0.9987677610938122,780.4591445176566,4.440892098500626e-16,56.08587670168558,42.64008067380388,33400612.384440932,1.1121079921722412,4.841598958975726
2_square,-0.7071067811865475,0.7071067811865475,320.62439083762797,0.7059199187892418,18.439088914585774,-0.21693045781865616,0.9761870601839528,869.3100984104468,6.604935861576229,62.293726963520335,44.719990286915646,58867368.530541345,1.759700059890747,47.14495940863982
2_star,-1.0,0.0,367.79342027828613,0.8084709912875921,8.602325267042627,-0.813733471206735,-0.5812381937190965,1532.9562350021015,-8.961130351768572,545.6953074536174,559.9096803304546,174871060.24315885,5.944128036499023,178.20254261660963
2_rectangular,0.0,1.0,421.6266120633279,0.40208892847382466,11.180339887498949,-0.8944271909999159,0.4472135954999579,1094.7245756278244,6.283185307179586,164.7035535044268,167.39506902824635,99020394.28418812,3.785130023956299,97.91514270973698
2_tra,-1.0,0.0,330.7763594938429,0.894638954923692,21.540659228538015,-0.3713906763541037,0.9284766908852594,827.0417850657567,7.853981633974482,401.93583589296094,482.41627595384955,24492910.495962966,4.649173974990845,38.39445099108458
2_circle,-0.8944271909999159,-0.4472135954999579,275.77164466275354,0.7853981633974483,37.05401462729781,-0.9985422732775083,-0.05397525801500045,665.1443291277766,5.497787143782138,92.85396445561787,61.82784774689725,105165476.32077761,1.3676457405090332,17.95066839094306
2_a_pla,,,266.20480837129895,0.9212847719721576,170.8010538609174,0.8021027792460728,-0.5971860108255432,751.617174261888,2.356194490192345,62.74582264776265,59.126089435310284,85890563.45199996,1.4852728843688965,4.400541783974745
2_tra_pla,-0.7071067811865475,0.7071067811865475,324.71064041697184,0.8835500239857288,11.704699910719626,-0.3417430630867044,0.939793423488437,833.6769509315951,6.283185307179587,487.3416524261195,622.8833355959299,27282786.134213388,4.661383867263794,71.22582870903686
2_c_pla,-0.9486832980505138,-0.31622776601683794,248.3646512690564,0.8224182792713783,132.74034804836094,0.10546906201345364,0.9944225846982772,456.7143127768991,3.141592653589793,68.45090983309107,46.593029476844734,97187954.63514021,0.9898312091827393,3.4406592983356163
2_square_pla,0.0,-1.0,372.80826171103024,0.7170636628262358,4.242640687119285,0.7071067811865476,-0.7071067811865476,1016.5969078142888,1.5707963267948966,149.8067479299619,130.59512208895484,30046216.652956545,3.383402109146118,239.61418908291972
2_b_pla,-0.9284766908852594,-0.3713906763541037,453.9438291242651,1.0972968197990893,358.11311062288684,0.025131724399438435,0.9996841483332177,1314.8193039679466,-6.038206644052722,84.25871555878656,77.24223212254115,677001661.1000621,3.6534059047698975,3.671519598042656
