sketch,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f15
3_square_ego,,,544.0523871834403,0.7528998562272978,9.848857801796104,0.9138115486202573,-0.40613846605344767,1498.21056273337,-3.1415926535897927,86.83621732256562,90.99598516700772,181652187.69635412,2.5967397689819336,152.12023494340087
3_a_ego,-0.7071067811865475,0.7071067811865475,342.5332100687465,0.8618533985663472,168.07438829280326,0.5533264225717973,0.8329645070973293,1218.8346365454722,6.283185307179587,52.28853869665706,66.59069165820628,63079300.241729714,1.6164779663085938,7.2517570875946555
3_horizontol_ego,-1.0,0.0,331.79813139919884,0.06937489257238694,328.80541358073776,0.9975504856444829,-0.06995018649336313,335.9969587728153,3.1415926535897922,14.006832948364647,13.943522024851626,95699913.03305799,0.7507610321044922,1.0218717359722291
3_b_ego,-1.0,0.0,389.964100911866,0.9899059788557918,270.1184925176357,0.02961663203965086,0.9995613313382166,1487.2120783766964,-12.566370614359172,33.38038286438782,28.052631611664907,1658232259.8186445,1.250715732574463,5.505776611275876
3_c_ego,-0.7808688094430304,-0.6246950475544243,347.41617694056794,0.8587357878065935,192.31484602078956,0.057197872278726115,0.9983628615923104,600.3340653900804,4.068887871591405,10.55194106437783,2.5973202430344746,177357426.92921042,0.39414405822753906,3.121621017886384
3_circle_ego,0.0,-1.0,133.9589489358587,0.8540730656294883,1.0,0.0,1.0,321.8636183809263,-7.853981633974483,86.35871385360447,84.90349733531612,25505893.129112434,1.4690771102905273,321.8636183809263
3_rectangular_ego,-1.0,0.0,543.5365673071132,0.5113872557956091,4.123105625617661,0.9701425001453319,-0.24253562503633297,1450.8293903785063,3.141592653589794,109.31496750726596,105.58377620124817,108320265.77600995,2.8595938682556152,351.87781301653297
3_tra_ego,-0.8944271909999159,0.4472135954999579,550.8983572311683,0.7121702620155913,7.0,1.0,0.0,1295.8230384481597,-1.5707963267948966,324.8462666770623,308.8795842454391,238609294.2222222,5.215970993041992,185.11757692116566
3_star_ego,0.0,-1.0,556.6228525671579,0.7638005056450352,23.430749027719962,0.7682212795973759,-0.6401843996644799,2120.7644801662987,-14.137166941154069,156.61449847020282,119.24657379505386,460284431.5360575,3.083230972290039,90.51202237100098
3_horizontal,-0.9486832980505138,-0.31622776601683794,357.08962460424414,0.022405213741150863,354.0127116361784,0.9999640927126044,0.008474271972140715,360.17559802229886,3.6052402625905993,10.773090349603025,12.109424508034829,154122660.66001838,0.42268967628479004,1.0174086584564628
3_c,-0.8320502943378437,-0.5547001962252291,482.18772278024665,0.8779167845170952,326.9877673552942,-0.11009586166226085,0.9939209733398549,794.5043024254146,4.0078949161424715,8.825234270244286,1.39577174550496,316332993.3746401,0.40857696533203125,2.4297676602749863
3_b,-1.0,0.0,488.7064558607754,0.9481681583335884,342.023391012954,0.011695106548570831,0.999931609902806,1878.9026505852655,-0.7853981633974487,30.003322351881565,17.675284711892512,1443620872.2219923,1.16147780418396,5.493491673246708
3_circle,0.0,-1.0,142.21462653327893,0.7505863619315756,9.433981132056603,0.52999894000318,-0.847998304005088,322.6502088427542,-7.53223107957784,18.613167620090696,7.751982852847294,96147893.28946094,0.4250490665435791,34.200853735692874
3_a,-1.0,0.0,415.3287854218631,0.8535518298084753,232.39836488237177,0.7745321275866414,0.6325345708624238,1538.7574979424003,-4.440892098500626e-16,31.491343327333176,34.93076617766745,395496114.0628226,1.2073817253112793,6.621206215117912
3_star,-1.0,0.0,719.0173850471211,0.7105873497162587,43.86342439892262,0.4103646773287979,-0.9119215051751064,2632.068027201711,-14.137166941154069,112.65701890057468,86.35531849704154,2999515294.61599,2.525282859802246,60.00598592722643
3_tra,-0.9486832980505138,0.31622776601683794,689.0464425566684,0.6795006524266062,14.560219778561036,0.9615239476408232,0.27472112789737807,1546.4838290913676,3.1415926535897913,178.58917616532398,166.00637578195906,50686616.37510572,3.272528886795044,106.21294545075914
